,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS2413-MTBLS2413LCMSpositivereversephasemetaboliteprofiling-Premium-Superpremium,MTBLS2413,https://www.ebi.ac.uk/metabolights/editor/MTBLS2413,m_MTBLS2413_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Quality Subgroup],other,Premium,Superpremium,Liquid Chromatography MS - positive - reverse phase,LCMS,"Department of Food Quality and Nutrition, Research and Innovation Centre, Fondazione Edmund Mach, Via Edmund Mach 1, 38010 San Michele All Adige, Italy + Center for Research and Innovation, Viña Concha y Toro, Ruta K-650 Km 10, Pencahue 3550000, Chile",Vitis vinifera,plants,2022-01-28,21.0,54.0,75,59,0.7866666666666666,0.9791666666666666,0.7885416666666667,0.9791666666666666,PLSDA,multivariate models performs better than univariate models,phenotype description  quality subgroup  values  premium  superpremium  organism  vitis vinifera,0.2294856659294331,-0.2913773289360701
MTBLS2413-MTBLS2413LCMSnegativereversephasemetaboliteprofiling-Standardplus-Premium,MTBLS2413,https://www.ebi.ac.uk/metabolights/editor/MTBLS2413,m_MTBLS2413_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Quality Subgroup],other,Standard plus,Premium,Liquid Chromatography MS - negative - reverse phase,LCMS,"Department of Food Quality and Nutrition, Research and Innovation Centre, Fondazione Edmund Mach, Via Edmund Mach 1, 38010 San Michele All Adige, Italy + Center for Research and Innovation, Viña Concha y Toro, Ruta K-650 Km 10, Pencahue 3550000, Chile",Vitis vinifera,plants,2022-01-28,43.0,33.0,76,85,1.118421052631579,0.9861111111111112,0.8562680375180375,0.9861111111111112,SVMlinear,multivariate models performs better than univariate models,phenotype description  quality subgroup  values  standard plus  premium  organism  vitis vinifera,0.2332524226308978,-0.2925882008912512
MTBLS2413-MTBLS2413LCMSpositivereversephasemetaboliteprofiling-Superpremium-Standard,MTBLS2413,https://www.ebi.ac.uk/metabolights/editor/MTBLS2413,m_MTBLS2413_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Quality Subgroup],other,Superpremium,Standard,Liquid Chromatography MS - positive - reverse phase,LCMS,"Department of Food Quality and Nutrition, Research and Innovation Centre, Fondazione Edmund Mach, Via Edmund Mach 1, 38010 San Michele All Adige, Italy + Center for Research and Innovation, Viña Concha y Toro, Ruta K-650 Km 10, Pencahue 3550000, Chile",Vitis vinifera,plants,2022-01-28,30.0,21.0,51,59,1.156862745098039,0.9732142857142856,0.9382440476190476,0.9732142857142856,GBtree,multivariate models performs better than univariate models,phenotype description  quality subgroup  values  superpremium  standard  organism  vitis vinifera,0.2337338133942771,-0.2891481614296325
MTBLS2414-MTBLS2414LCMSnegativereversephasemetaboliteprofiling-Gymnospermae-Angiospermae,MTBLS2414,https://www.ebi.ac.uk/metabolights/editor/MTBLS2414,m_MTBLS2414_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Class],other,Gymnospermae,Angiospermae,Liquid Chromatography MS - negative - reverse phase,LCMS,uni-bielefeld.de,multiple,other or unknown,2021-05-24,104.0,11.0,115,11217,97.5391304347826,1.0,1.0,1.0,DT,multivariate and univariate models are equivalent,phenotype description  class  values  gymnospermae  angiospermae  organism  multiple,0.1469740213742302,-0.2565372018908999
MTBLS2414-MTBLS2414LCMSnegativereversephasemetaboliteprofiling-deciduousplant-evergreenplant,MTBLS2414,https://www.ebi.ac.uk/metabolights/editor/MTBLS2414,m_MTBLS2414_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Leaf Habit],other,deciduous (plant),evergreen (plant),Liquid Chromatography MS - negative - reverse phase,LCMS,uni-bielefeld.de,multiple,other or unknown,2021-05-24,57.0,58.0,115,11217,97.5391304347826,1.0,0.8850801975801976,1.0,GBtree,multivariate models performs better than univariate models,phenotype description  leaf habit  values  deciduous (plant)  evergreen (plant)  organism  multiple,0.1974834412304749,-0.250331828482637
MTBLS2421-MTBLS2421LCMSalternatinghilicmetaboliteprofiling-AutismSpectrumDisorder-HealthyControl,MTBLS2421,https://www.ebi.ac.uk/metabolights/editor/MTBLS2421,m_MTBLS2421_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Cohort],other,Autism Spectrum Disorder,Healthy Control,Liquid Chromatography MS - alternating - hilic,LCMS,unknown,Homo sapiens,Homo sapiens,2022-03-02,30.0,30.0,60,14,0.2333333333333333,0.7863839285714286,0.7863839285714286,0.7852678571428572,XGBoost,multivariate and univariate models are equivalent,phenotype description  cohort  values  autism spectrum disorder  healthy control  organism  homo sapiens,-0.2703516872396622,-0.0741584975140049
MTBLS2438-MTBLS2438GCMSpositivemetaboliteprofiling-symbiotic-prebiotic,MTBLS2438,https://www.ebi.ac.uk/metabolights/editor/MTBLS2438,m_MTBLS2438_GC-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Milk formula intervention],other,symbiotic,prebiotic,Gas Chromatography MS - positive,GCMS,Umeå University,Homo sapiens,Homo sapiens,2022-11-24,99.0,94.0,193,103,0.533678756476684,0.6433048200210671,0.6433048200210671,0.5929812075478551,AdaBoost,univariate models performs better than multivariate models,phenotype description  milk formula intervention  values  symbiotic  prebiotic  organism  homo sapiens,-0.0589016595991517,0.0037374496925354
MTBLS2483-MTBLS2483LCMSpositivehilicmetaboliteprofiling-Hypertension1-Hypertension0,MTBLS2483,https://www.ebi.ac.uk/metabolights/editor/MTBLS2483,m_MTBLS2483_LC-MS_positive_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Hypertension],other,1,0,Liquid Chromatography MS - positive - hilic,LCMS,The Univerity of Sydney,Homo sapiens,Homo sapiens,2021-07-05,728.0,463.0,1191,67,0.0562552476910159,0.5832195142144566,0.5377273034056641,0.5832195142144566,SVMlinear,multivariate models performs better than univariate models,phenotype description  hypertension  values  1  0  organism  homo sapiens,-0.2109396717605864,-0.1196284629009203
MTBLS2531-MTBLS2531LCMSpositivereversephasemetaboliteprofiling-ascendingcolon-descendingcolon,MTBLS2531,https://www.ebi.ac.uk/metabolights/editor/MTBLS2531,m_MTBLS2531_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[SHIME compartment],other,ascending colon (AC),descending colon (DC),Liquid Chromatography MS - positive - reverse phase,LCMS,University of Copenhagen,Homo sapiens,Homo sapiens,2021-07-15,26.0,26.0,52,2449,47.09615384615385,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  shime compartment  values  ascending colon (ac)  descending colon (dc)  organism  homo sapiens,-0.1420477815898106,-0.0777460552421654
MTBLS2531-MTBLS2531LCMSpositivereversephasemetaboliteprofiling-transversecolon-ascendingcolon,MTBLS2531,https://www.ebi.ac.uk/metabolights/editor/MTBLS2531,m_MTBLS2531_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[SHIME compartment],other,transverse colon (TC),ascending colon (AC),Liquid Chromatography MS - positive - reverse phase,LCMS,University of Copenhagen,Homo sapiens,Homo sapiens,2021-07-15,26.0,26.0,52,2449,47.09615384615385,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  shime compartment  values  transverse colon (tc)  ascending colon (ac)  organism  homo sapiens,-0.1441084491471173,-0.0857723458262691
MTBLS2531-MTBLS2531LCMSpositivereversephasemetaboliteprofiling-descendingcolon-transversecolon,MTBLS2531,https://www.ebi.ac.uk/metabolights/editor/MTBLS2531,m_MTBLS2531_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[SHIME compartment],other,descending colon (DC),transverse colon (TC),Liquid Chromatography MS - positive - reverse phase,LCMS,University of Copenhagen,Homo sapiens,Homo sapiens,2021-07-15,26.0,26.0,52,2449,47.09615384615385,0.9910714285714286,0.9910714285714286,0.9910714285714286,PLSDA,multivariate and univariate models are equivalent,phenotype description  shime compartment  values  descending colon (dc)  transverse colon (tc)  organism  homo sapiens,-0.1474925949438183,-0.0775633786689023
MTBLS2542-MTBLS2542MetaboLCMSnegativereversephase-Asymptomatic-Mild,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Asymptomatic,Mild,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,54.0,53.0,107,299,2.794392523364486,0.976010101010101,0.976010101010101,0.976010101010101,AdaBoost,multivariate and univariate models are equivalent,phenotype description  disease severity  values  asymptomatic  mild  organism  homo sapiens,-0.3211210482889049,-0.0880184868339744
MTBLS2542-MTBLS2542LipidLCMSpositivereversephase-severe-Asymptomatic,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,severe,Asymptomatic,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,53.0,33.0,86,565,6.569767441860465,0.8965789418914418,0.8457643051393051,0.8965789418914418,PLSDA,multivariate models performs better than univariate models,phenotype description  disease severity  values  severe  asymptomatic  organism  homo sapiens,-0.3303398859610195,-0.0869837494419008
MTBLS2542-MTBLS2542MetaboLCMSpositivereversephase-Death-severe,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Death,severe,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,33.0,16.0,49,515,10.510204081632653,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  disease severity  values  death  severe  organism  homo sapiens,-0.3394161156112487,-0.128317229076016
MTBLS2542-MTBLS2542MetaboLCMSpositivereversephase-Asymptomatic-Mild,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Asymptomatic,Mild,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,52.0,52.0,104,515,4.951923076923077,0.950094696969697,0.9182315947940948,0.950094696969697,GBtree,multivariate models performs better than univariate models,phenotype description  disease severity  values  asymptomatic  mild  organism  homo sapiens,-0.3211210482889049,-0.0880184868339744
MTBLS2542-MTBLS2542LipidLCMSpositivereversephase-Death-severe,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Death,severe,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,33.0,16.0,49,565,11.53061224489796,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  disease severity  values  death  severe  organism  homo sapiens,-0.3394161156112487,-0.128317229076016
MTBLS2542-MTBLS2542LipidLCMSpositivereversephase-Asymptomatic-Mild,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Asymptomatic,Mild,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,54.0,53.0,107,565,5.280373831775701,0.9255681818181818,0.8052065122377623,0.9255681818181818,PLSDA,multivariate models performs better than univariate models,phenotype description  disease severity  values  asymptomatic  mild  organism  homo sapiens,-0.3211210482889049,-0.0880184868339744
MTBLS2542-MTBLS2542MetaboLCMSnegativereversephase-Death-severe,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Death,severe,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,33.0,16.0,49,299,6.1020408163265305,0.965029761904762,0.960714285714286,0.965029761904762,SCM,multivariate and univariate models are equivalent,phenotype description  disease severity  values  death  severe  organism  homo sapiens,-0.3394161156112487,-0.128317229076016
MTBLS2542-MTBLS2542LipidLCMSnegativereversephase-severe-Asymptomatic,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,severe,Asymptomatic,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,53.0,33.0,86,177,2.058139534883721,0.9237103174603174,0.8409063159063159,0.9237103174603174,DT,multivariate models performs better than univariate models,phenotype description  disease severity  values  severe  asymptomatic  organism  homo sapiens,-0.3303398859610195,-0.0869837494419008
MTBLS2542-MTBLS2542MetaboLCMSnegativereversephase-severe-Asymptomatic,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,severe,Asymptomatic,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,53.0,33.0,86,299,3.476744186046512,0.9875,0.9875,0.9875,AdaBoost,multivariate and univariate models are equivalent,phenotype description  disease severity  values  severe  asymptomatic  organism  homo sapiens,-0.3303398859610195,-0.0869837494419008
MTBLS2542-MTBLS2542MetaboLCMSpositivereversephase-severe-Asymptomatic,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Metabo_LC-MS_positive_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,severe,Asymptomatic,Liquid Chromatography MS - positive - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,52.0,33.0,85,515,6.0588235294117645,0.9405740093240094,0.8784181096681096,0.9405740093240094,SVMrbf,multivariate models performs better than univariate models,phenotype description  disease severity  values  severe  asymptomatic  organism  homo sapiens,-0.3303398859610195,-0.0869837494419008
MTBLS2542-MTBLS2542LipidLCMSnegativereversephase-Death-severe,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Death,severe,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,33.0,16.0,49,177,3.612244897959184,1.0,0.982638888888889,1.0,SVMlinear,multivariate and univariate models are equivalent,phenotype description  disease severity  values  death  severe  organism  homo sapiens,-0.3394161156112487,-0.128317229076016
MTBLS2542-MTBLS2542LipidLCMSnegativereversephase-Asymptomatic-Mild,MTBLS2542,https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,m_MTBLS2542_Lipid_LC-MS_negative_reverse-phase_v2_maf.tsv,Factor Value[Disease severity],disease,Asymptomatic,Mild,Liquid Chromatography MS - negative - reverse phase,LCMS,"Cancer Biology Research Center (Key Laboratory of the Ministry of Education), Tongji Medical College, Tongji Hospital, Huazhong University of Science and Technology, Wuhan, China",Homo sapiens,Homo sapiens,2021-10-06,54.0,53.0,107,177,1.6542056074766356,0.9252525252525252,0.8747474747474747,0.9252525252525252,XGBoost,multivariate models performs better than univariate models,phenotype description  disease severity  values  asymptomatic  mild  organism  homo sapiens,-0.3211210482889049,-0.0880184868339744
MTBLS2550-MTBLS2550NMRmetaboliteprofiling-Benign-Control,MTBLS2550,https://www.ebi.ac.uk/metabolights/editor/MTBLS2550,m_MTBLS2550_NMR_metabolite_profiling_v2_maf.tsv,Factor Value[Tumor state],other,Benign,Control Group,NMR,NMR,Gwangju Institute of Science and Technology (GIST),Canis lupus familiaris,mammals,2022-02-24,49.0,23.0,72,53,0.7361111111111112,0.821969696969697,0.821969696969697,0.7580176767676767,PLSDA,univariate models performs better than multivariate models,phenotype description  tumor state  values  benign  control group  organism  canis lupus familiaris,-0.1474487842430437,0.0474872613486746
MTBLS2550-MTBLS2550NMRmetaboliteprofiling-Malignant-Benign,MTBLS2550,https://www.ebi.ac.uk/metabolights/editor/MTBLS2550,m_MTBLS2550_NMR_metabolite_profiling_v2_maf.tsv,Factor Value[Tumor state],other,Malignant,Benign,NMR,NMR,Gwangju Institute of Science and Technology (GIST),Canis lupus familiaris,mammals,2022-02-24,23.0,94.0,117,53,0.452991452991453,0.5125,0.5125,0.4966104319302091,ElasticNet,no models performs better than the baseline,phenotype description  tumor state  values  malignant  benign  organism  canis lupus familiaris,-0.1461947601953694,-0.0328848852127505
MTBLS2550-MTBLS2550NMRmetaboliteprofiling-Control-Malignant,MTBLS2550,https://www.ebi.ac.uk/metabolights/editor/MTBLS2550,m_MTBLS2550_NMR_metabolite_profiling_v2_maf.tsv,Factor Value[Tumor state],other,Control Group,Malignant,NMR,NMR,Gwangju Institute of Science and Technology (GIST),Canis lupus familiaris,mammals,2022-02-24,94.0,49.0,143,53,0.3706293706293706,0.8757481591121297,0.8195582129512925,0.8757481591121297,XGBoost,multivariate models performs better than univariate models,phenotype description  tumor state  values  control group  malignant  organism  canis lupus familiaris,-0.1430465686201857,0.0333151530186577
MTBLS2550-MTBLS2550NMRmetaboliteprofiling-ERstatusPositive-ERstatusNegative,MTBLS2550,https://www.ebi.ac.uk/metabolights/editor/MTBLS2550,m_MTBLS2550_NMR_metabolite_profiling_v2_maf.tsv,Factor Value[ER status],other,Positive,Negative,NMR,NMR,Gwangju Institute of Science and Technology (GIST),Canis lupus familiaris,mammals,2022-02-24,16.0,95.0,111,53,0.4774774774774775,0.6334944843168527,0.5,0.6334944843168527,SVMrbf,multivariate models performs better than univariate models,phenotype description  er status  values  positive  negative  organism  canis lupus familiaris,-0.1278579392669127,0.0059277566946549
MTBLS2615-MTBLS2615LCMSnegativereversephasemetaboliteprofiling-incidentNAFLD-control,MTBLS2615,https://www.ebi.ac.uk/metabolights/editor/MTBLS2615,m_MTBLS2615_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,incident NAFLD,control,Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2022-07-11,90.0,90.0,180,123,0.6833333333333333,0.6331956018053154,0.6331956018053154,0.5831056375899643,SVMrbf,univariate models performs better than multivariate models,phenotype description  disease  values  incident nafld  control  organism  homo sapiens,-0.2602334490211413,0.029894609384785
MTBLS2771-MTBLS2771LCMSalternatinghilicmetaboliteprofiling-Rasv12Scrib-Genotyperest,MTBLS2771,https://www.ebi.ac.uk/metabolights/editor/MTBLS2771,m_MTBLS2771_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,Rasv12_Scrib,Rasv12_Scrib-atg13,Liquid Chromatography MS - alternating - hilic,LCMS,"Department of Molecular Cell Biology, Institute for Cancer Research, Oslo University",Drosophila melanogaster,other or unknown,2021-09-24,22.0,33.0,55,121,2.2,0.99375,0.9373511904761904,0.99375,rSCM,multivariate models performs better than univariate models,phenotype description  genotype  values  rasv12_scrib  rasv12_scrib-atg13  organism  drosophila melanogaster,0.0895159030913966,0.0555817685606749
MTBLS2772-MTBLS2772LCMSpositivereversephasemetaboliteprofiling1-Coffee-caffeine,MTBLS2772,https://www.ebi.ac.uk/metabolights/editor/MTBLS2772,m_MTBLS2772_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Treatment],treatment,Coffee,caffeine,Liquid Chromatography MS - positive - reverse phase,LCMS,"Department of Analytical Chemistry, Faculty of Chemistry, University of Vienna, Austria",Homo sapiens,Homo sapiens,2021-08-13,449.0,312.0,761,31,0.0407358738501971,0.9993556701030928,0.9993556701030928,0.9991071428571427,SCMBoost,multivariate and univariate models are equivalent,phenotype description  treatment  values  coffee  caffeine  organism  homo sapiens,-0.1044968476375153,-0.0323806972773196
MTBLS2782-MTBLS2782LCMSnegativereversephasemetaboliteprofiling-busulfananddeionizedwater-Control,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,busulfan + deionized water,Control,Liquid Chromatography MS - negative - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,121,6.05,0.9270833333333334,0.9270833333333334,0.78125,SVMrbf,univariate models performs better than multivariate models,phenotype description  treatment  values  busulfan + deionized water  control  organism  mus musculus,-0.0114720053786407,0.2988833091011525
MTBLS2782-MTBLS2782LCMSnegativereversephasemetaboliteprofiling-busulfan01mgkgBodyWeight-busulfananddeionizedwater,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,busulfan + 0.1 mg/kg Body Weight,busulfan + deionized water,Liquid Chromatography MS - negative - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,121,6.05,0.9791666666666666,0.9791666666666666,0.9791666666666666,AdaBoost,multivariate and univariate models are equivalent,phenotype description  treatment  values  busulfan + 0.1 mg/kg body weight  busulfan + deionized water  organism  mus musculus,0.0183680611692055,0.3044730954294392
MTBLS2782-MTBLS2782LCMSpositivereversephasemetaboliteprofiling-busulfan01mgkgBodyWeight-busulfananddeionizedwater,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,busulfan + 0.1 mg/kg Body Weight,busulfan + deionized water,Liquid Chromatography MS - positive - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,141,7.05,0.9270833333333331,0.9270833333333331,0.8854166666666666,AdaBoost,univariate models performs better than multivariate models,phenotype description  treatment  values  busulfan + 0.1 mg/kg body weight  busulfan + deionized water  organism  mus musculus,0.0183680611692055,0.3044730954294392
MTBLS2782-MTBLS2782LCMSpositivereversephasemetaboliteprofiling-Control-busulfan01mgkgBodyWeight,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,Control,busulfan + 0.1 mg/kg Body Weight,Liquid Chromatography MS - positive - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,141,7.05,0.90625,0.8854166666666666,0.90625,rSCM,multivariate models performs better than univariate models,phenotype description  treatment  values  control  busulfan + 0.1 mg/kg body weight  organism  mus musculus,-0.0318252756134643,0.3103069919861379
MTBLS2782-MTBLS2782LCMSpositivereversephasemetaboliteprofiling-busulfananddeionizedwater-Control,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,busulfan + deionized water,Control,Liquid Chromatography MS - positive - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,141,7.05,0.8749999999999999,0.8749999999999999,0.71875,AdaBoost,univariate models performs better than multivariate models,phenotype description  treatment  values  busulfan + deionized water  control  organism  mus musculus,-0.0114720053786407,0.2988833091011525
MTBLS2782-MTBLS2782LCMSnegativereversephasemetaboliteprofiling-Control-busulfan01mgkgBodyWeight,MTBLS2782,https://www.ebi.ac.uk/metabolights/editor/MTBLS2782,m_MTBLS2782_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,Control,busulfan + 0.1 mg/kg Body Weight,Liquid Chromatography MS - negative - reverse phase,LCMS,Qingdao Agricultural University,Mus musculus,Mus musculus,2021-06-07,10.0,10.0,20,121,6.05,0.9166666666666666,0.9166666666666666,0.8541666666666666,PLSDA,univariate models performs better than multivariate models,phenotype description  treatment  values  control  busulfan + 0.1 mg/kg body weight  organism  mus musculus,-0.0318252756134643,0.3103069919861379
MTBLS2795-MTBLS2795LCMSalternatinghilicmetaboliteprofiling-W133V-I91LW133V,MTBLS2795,https://www.ebi.ac.uk/metabolights/editor/MTBLS2795,m_MTBLS2795_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Mutant],mutation,W133V,I91L+W133V,Liquid Chromatography MS - alternating - hilic,LCMS,unknown,Escherichia coli,Bacteria,2021-06-30,44.0,22.0,66,18,0.2727272727272727,0.953693181818182,0.883175505050505,0.953693181818182,XGBoost,multivariate models performs better than univariate models,phenotype description  mutant  values  w133v  i91l+w133v  organism  escherichia coli,0.1216922433942876,0.1347514253041302
MTBLS2795-MTBLS2795LCMSalternatinghilicmetaboliteprofiling-WT-W133V,MTBLS2795,https://www.ebi.ac.uk/metabolights/editor/MTBLS2795,m_MTBLS2795_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Mutant],mutation,WT,W133V,Liquid Chromatography MS - alternating - hilic,LCMS,unknown,Escherichia coli,Bacteria,2021-06-30,22.0,47.0,69,18,0.2608695652173913,0.9537698412698412,0.8449900793650794,0.9537698412698412,SVMlinear,multivariate models performs better than univariate models,phenotype description  mutant  values  wt  w133v  organism  escherichia coli,0.1432511134792408,0.1447911011233921
