,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS5943-MTBLS5943LCMSpositivereversephasemetaboliteprofiling-SAT-VAT,MTBLS5943,m_MTBLS5943_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,128,3676,Factor Value[Adipose tissue type],SAT,VAT,Liquid Chromatography MS - positive - reverse phase,Sichuan Agricultural University + Chengdu University + Chengdu Research Base of Giant Panda Breeding,2022-11-17,multiple,0.5,0.820253312380344,0.9082335647883248,GBtree,0.9082335647883248,multivariate models performs better than univariate models,?,83.0,45.0,SVMlinear,0.8725438041275889,GBtree,0.9082335647883248,LCMS,multiple,other or unknown,phenotype description  adipose tissue type  values  sat  vat  organism  multiple,0.018171604938468568,-0.030548283351830515,other,0.0879802524079808,0.0879802524079808,0.9082335647883248,28.71875,True,2022,0.035689760660735925,rule-based multivariate
MTBLS6038-MTBLS6038LCMSnegativereversephasemetaboliteprofiling-Healthy-Prostatichyperplasia,MTBLS6038,m_MTBLS6038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,90,26,Factor Value[Cohort],Healthy,Prostatic hyperplasia,Liquid Chromatography MS - negative - reverse phase,"Central Hospital of Panyu District, Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.821816378066378,0.904622113997114,XGBoost,0.904622113997114,multivariate models performs better than univariate models,?,52.0,38.0,SVMrbf,0.8877344877344877,XGBoost,0.904622113997114,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  healthy  prostatic hyperplasia  organism  homo sapiens,0.28967677363263067,-0.12684110394781045,other,0.08280573593073604,0.08280573593073604,0.904622113997114,0.28888888888888886,False,2023,0.0168876262626263,rule-based multivariate
MTBLS6038-MTBLS6038LCMSnegativereversephasemetaboliteprofiling-Prostatecancer-Prostatitis,MTBLS6038,m_MTBLS6038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,89,26,Factor Value[Cohort],Prostate cancer,Prostatitis,Liquid Chromatography MS - negative - reverse phase,"Central Hospital of Panyu District, Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.8399517149517151,0.9349431818181818,AdaBoost,0.9349431818181818,multivariate models performs better than univariate models,?,37.0,52.0,SVMrbf,0.915523538961039,AdaBoost,0.9349431818181818,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostate cancer  prostatitis  organism  homo sapiens,0.2801135882505204,-0.10373459825967621,cancer,0.09499146686646676,0.09499146686646676,0.9349431818181818,0.29213483146067415,False,2023,0.019419642857142816,rule-based multivariate
MTBLS6038-MTBLS6038LCMSnegativereversephasemetaboliteprofiling-Prostatichyperplasia-Prostatecancer,MTBLS6038,m_MTBLS6038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,104,26,Factor Value[Cohort],Prostatic hyperplasia,Prostate cancer,Liquid Chromatography MS - negative - reverse phase,"Central Hospital of Panyu District, Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.7629283910533912,0.821162518037518,RF,0.821162518037518,multivariate models performs better than univariate models,?,52.0,52.0,SVMrbf,0.8134289321789322,RF,0.821162518037518,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatic hyperplasia  prostate cancer  organism  homo sapiens,0.2798709442933245,-0.1470567613113838,cancer,0.05823412698412689,0.05823412698412689,0.821162518037518,0.25,False,2023,0.007733585858585856,rule-based multivariate
MTBLS6038-MTBLS6038LCMSnegativereversephasemetaboliteprofiling-Prostatitis-Healthy,MTBLS6038,m_MTBLS6038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,75,26,Factor Value[Cohort],Prostatitis,Healthy,Liquid Chromatography MS - negative - reverse phase,"Central Hospital of Panyu District, Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.7092757936507935,0.8453621031746031,PLSDA,0.8453621031746031,multivariate models performs better than univariate models,?,38.0,37.0,PLSDA,0.8453621031746031,AdaBoost,0.7609623015873016,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatitis  healthy  organism  homo sapiens,0.28190990760284285,-0.06522371829764094,other,0.13608630952380962,0.13608630952380962,0.8453621031746031,0.3466666666666667,False,2023,-0.08439980158730154,linear-based multivariate
MTBLS6039-MTBLS6039LCMSnegativereversephasemetaboliteprofiling-Healthy-Prostatichyperplasia,MTBLS6039,m_MTBLS6039_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,40,131,Factor Value[Cohort],Healthy,Prostatic hyperplasia,Liquid Chromatography MS - negative - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,SVMlinear,0.9354166666666667,GBtree,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  healthy  prostatic hyperplasia  organism  homo sapiens,0.28967677363263067,-0.12684110394781045,other,0.0,0.0,1.0,3.275,True,2023,0.06458333333333333,univariate
MTBLS6039-MTBLS6039LCMSnegativereversephasemetaboliteprofiling-Prostatecancer-Prostatitis,MTBLS6039,m_MTBLS6039_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,40,131,Factor Value[Cohort],Prostate cancer,Prostatitis,Liquid Chromatography MS - negative - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.8729166666666666,0.9791666666666666,SVMlinear,0.9791666666666666,multivariate models performs better than univariate models,?,20.0,20.0,SVMlinear,0.9791666666666666,rSCM,0.9333333333333333,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostate cancer  prostatitis  organism  homo sapiens,0.2801135882505204,-0.10373459825967621,cancer,0.10625000000000007,0.10625000000000007,0.9791666666666666,3.275,True,2023,-0.04583333333333328,linear-based multivariate
MTBLS6039-MTBLS6039LCMSnegativereversephasemetaboliteprofiling-Prostatichyperplasia-Prostatecancer,MTBLS6039,m_MTBLS6039_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,40,131,Factor Value[Cohort],Prostatic hyperplasia,Prostate cancer,Liquid Chromatography MS - negative - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,RF,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,SVMlinear,0.9875,RF,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatic hyperplasia  prostate cancer  organism  homo sapiens,0.27995376003611916,-0.14706443274056646,cancer,0.0,0.0,1.0,3.275,True,2023,0.012499999999999956,univariate
MTBLS6039-MTBLS6039LCMSnegativereversephasemetaboliteprofiling-Prostatitis-Healthy,MTBLS6039,m_MTBLS6039_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,40,131,Factor Value[Cohort],Prostatitis,Healthy,Liquid Chromatography MS - negative - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,SVMlinear,0.975,GBtree,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatitis  healthy  organism  homo sapiens,0.28190990760284285,-0.06522371829764094,other,0.0,0.0,1.0,3.275,True,2023,0.025000000000000022,univariate
MTBLS6039-MTBLS6039LCMSpositivereversephasemetaboliteprofiling-Healthy-Prostatichyperplasia,MTBLS6039,m_MTBLS6039_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,40,280,Factor Value[Cohort],Healthy,Prostatic hyperplasia,Liquid Chromatography MS - positive - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,RF,0.9479166666666667,univariate models performs better than multivariate models,?,20.0,20.0,PLSDA,0.9145833333333333,RF,0.9479166666666667,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  healthy  prostatic hyperplasia  organism  homo sapiens,0.28967677363263067,-0.12684110394781045,other,-0.05208333333333326,0.05208333333333326,1.0,7.0,True,2023,0.03333333333333344,univariate
MTBLS6039-MTBLS6039LCMSpositivereversephasemetaboliteprofiling-Prostatecancer-Prostatitis,MTBLS6039,m_MTBLS6039_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,40,280,Factor Value[Cohort],Prostate cancer,Prostatitis,Liquid Chromatography MS - positive - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,ElasticNet,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,SVMlinear,1.0,rSCM,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostate cancer  prostatitis  organism  homo sapiens,0.2801135882505204,-0.10373459825967621,cancer,0.0,0.0,1.0,7.0,True,2023,0.0,univariate
MTBLS6039-MTBLS6039LCMSpositivereversephasemetaboliteprofiling-Prostatichyperplasia-Prostatecancer,MTBLS6039,m_MTBLS6039_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,40,280,Factor Value[Cohort],Prostatic hyperplasia,Prostate cancer,Liquid Chromatography MS - positive - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,PLSDA,0.9541666666666666,GBtree,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatic hyperplasia  prostate cancer  organism  homo sapiens,0.2798709442933245,-0.1470567613113838,cancer,0.0,0.0,1.0,7.0,True,2023,0.04583333333333339,univariate
MTBLS6039-MTBLS6039LCMSpositivereversephasemetaboliteprofiling-Prostatitis-Healthy,MTBLS6039,m_MTBLS6039_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,40,280,Factor Value[Cohort],Prostatitis,Healthy,Liquid Chromatography MS - positive - reverse phase,"Guangzhou Panyu Central Hospital,Guangzhou, China",2023-04-17,Homo sapiens,0.5,0.95,1.0,RF,1.0,multivariate models performs better than univariate models,?,20.0,20.0,SVMlinear,1.0,RF,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  cohort  values  prostatitis  healthy  organism  homo sapiens,0.28190990760284285,-0.06522371829764094,other,0.050000000000000044,0.050000000000000044,1.0,7.0,True,2023,0.0,rule-based multivariate
MTBLS613-MTBLS613metaboliteprofilingmassspectrometry-DR-RD,MTBLS613,m_MTBLS613_metabolite_profiling_mass_spectrometry_v2_maf.tsv,34,45,Factor Value[Leaf collection],DR,RD,6540 Q-TOF LC/MS (Agilent),unknown,2021-10-06,Gomphrena,0.5,0.7375,0.9322916666666666,SVMlinear,0.9322916666666666,multivariate models performs better than univariate models,?,18.0,16.0,SVMlinear,0.9322916666666666,AdaBoost,0.7864583333333333,LCMS,Plants,plants,phenotype description  leaf collection  values  dr  rd  organism  gomphrena,-0.27021364294650124,-0.20400194822328527,other,0.19479166666666659,0.19479166666666659,0.9322916666666666,1.3235294117647058,True,2021,-0.14583333333333337,linear-based multivariate
MTBLS619-mtbls619NMRspectroscopy-starch-Control,MTBLS619,m_mtbls619_NMR_spectroscopy_v2_maf.tsv,27,194,Factor Value[Diet],Raw starch,Control,Varian,CNC - Center for Neuroscience and Cell Biology,2019-01-22,Dicentrarchus labrax,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,10.0,17.0,SVMlinear,1.0,GBtree,1.0,other,other or unknown,other or unknown,phenotype description  diet  values  raw starch  control  organism  dicentrarchus labrax,-0.18032423370807094,0.12729958201250108,diet,0.0,0.0,1.0,7.185185185185185,True,2019,0.0,univariate
MTBLS627-MTBLS627metaboliteprofilingmassspectrometry-Pregnant-other,MTBLS627,m_MTBLS627_metabolite_profiling_mass_spectrometry_v2_maf.tsv,57,95,Factor Value[Treatment],Pregnant,Pseudopregnant,5975C Series GC/MSD (Agilent),Chongqing Medical University,2020-05-04,Mus musculus,0.5,0.8443948412698413,0.8672123015873017,SVMlinear,0.8672123015873017,multivariate models performs better than univariate models,?,18.0,39.0,SVMlinear,0.8672123015873017,AdaBoost,0.8322916666666667,GCMS,Mus musculus,Mus musculus,phenotype description  treatment  values  pregnant  pseudopregnant  organism  mus musculus,0.05810945386794004,0.18396882503633952,treatment,0.022817460317460347,0.022817460317460347,0.8672123015873017,1.6666666666666667,True,2020,-0.03492063492063502,linear-based multivariate
MTBLS6279-MTBLS6279LCMSalternatinghilicmetaboliteprofiling-Hypoxia-Normoxia,MTBLS6279,m_MTBLS6279_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,78,100,Factor Value[Phenotype],Hypoxia,Normoxia,Liquid Chromatography MS - alternating - hilic,unknown,2023-10-16,Homo sapiens,0.5,0.8544394841269841,0.9713541666666666,PLSDA,0.9713541666666666,multivariate models performs better than univariate models,?,45.0,33.0,PLSDA,0.9713541666666666,GBtree,0.9331597222222222,LCMS,Homo sapiens,Homo sapiens,phenotype description  phenotype  values  hypoxia  normoxia  organism  homo sapiens,0.2100992907271185,-0.09235303501084396,other,0.11691468253968251,0.11691468253968251,0.9713541666666666,1.2820512820512822,True,2023,-0.03819444444444442,linear-based multivariate
MTBLS6331-MTBLS6331NMRmetaboliteprofiling-DiabeticNephropathy-Control,MTBLS6331,m_MTBLS6331_NMR___metabolite_profiling_v2_maf.tsv,24,80,Factor Value[Disease],Diabetic Nephropathy,Control,NMR,"College of Pharmacy, Natural Products Research Institute, Seoul National University",2023-03-01,Homo sapiens,0.5,0.8802083333333333,0.8802083333333333,ElasticNet,0.859375,univariate models performs better than multivariate models,?,13.0,11.0,PLSDA,0.84375,SCMBoost,0.6927083333333333,NMR,Homo sapiens,Homo sapiens,phenotype description  disease  values  diabetic nephropathy  control  organism  homo sapiens,0.27483864198421537,-0.006642207188350402,disease,-0.02083333333333326,0.02083333333333326,0.8802083333333333,3.3333333333333335,True,2023,-0.15104166666666674,univariate
MTBLS6337-MTBLS6337LCMSalternatinghilicmetaboliteprofiling-GABA40-GABA0,MTBLS6337,m_MTBLS6337_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,24,110,Factor Value[GABA dose],40,0,Liquid Chromatography MS - alternating - hilic,South China Agricultural University,2023-01-31,Mus musculus,0.5,0.8072916666666666,0.9322916666666666,ElasticNet,0.9322916666666666,multivariate models performs better than univariate models,?,12.0,12.0,PLSDA,0.90625,GBtree,0.8177083333333333,LCMS,Mus musculus,Mus musculus,phenotype description  gaba dose  values  40  0  organism  mus musculus,-0.05307049820525226,0.20732656183692122,other,0.125,0.125,0.9322916666666666,4.583333333333333,True,2023,-0.08854166666666674,linear-based multivariate
MTBLS639-MTBLS639metaboliteprofilingNMRspectroscopy-Infected-Control,MTBLS639,m_MTBLS639_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,35,20,Factor Value[Infection],Infected,Control,Bruker,"Laboratory of virology research, Faculty of Medicine of São José do Rio Preto (FAMERP). São José do Rio Preto, SP, Brazil.",2021-10-28,Chlorocebus aethiops,0.5,1.0,1.0,ElasticNet,1.0,multivariate and univariate models are equivalent,?,18.0,17.0,SVMlinear,1.0,rSCM,1.0,other,other mammals,mammals,phenotype description  infection  values  infected  control  organism  chlorocebus aethiops,0.01830919870828369,0.058468391517565714,disease,0.0,0.0,1.0,0.5714285714285714,False,2021,0.0,univariate
MTBLS6402-MTBLS6402LCMSnegativereversephasemetaboliteprofiling-FSCN1knockout-control,MTBLS6402,m_MTBLS6402_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,24,39,Factor Value[Genotype],FSCN1 knock-out,control,Liquid Chromatography MS - negative - reverse phase,unknown,2023-03-20,Homo sapiens,0.5,0.9166666666666666,0.9322916666666666,XGBoost,0.9322916666666666,multivariate and univariate models are equivalent,?,12.0,12.0,PLSDA,0.8354166666666667,XGBoost,0.9322916666666666,LCMS,Homo sapiens,Homo sapiens,phenotype description  genotype  values  fscn1 knock-out  control  organism  homo sapiens,0.1762690800268681,0.04472429587669407,mutation,0.015625,0.015625,0.9322916666666666,1.625,True,2023,0.09687499999999993,univariate
MTBLS6402-MTBLS6402LCMSnegativereversephasemetaboliteprofiling-FSK-vehicle,MTBLS6402,m_MTBLS6402_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,24,39,Factor Value[Treatment],FSK,vehicle,Liquid Chromatography MS - negative - reverse phase,unknown,2023-03-20,Homo sapiens,0.5,1.0,1.0,AdaBoost,0.9791666666666666,univariate models performs better than multivariate models,?,12.0,12.0,PLSDA,0.9479166666666666,AdaBoost,0.9791666666666666,LCMS,Homo sapiens,Homo sapiens,phenotype description  treatment  values  fsk  vehicle  organism  homo sapiens,0.15135336117736772,0.09303581482164107,treatment,-0.02083333333333337,0.02083333333333337,1.0,1.625,True,2023,0.03125,univariate
MTBLS6402-MTBLS6402LCMSpositivereversephasemetaboliteprofiling-FSCN1knockout-control,MTBLS6402,m_MTBLS6402_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,24,109,Factor Value[Genotype],FSCN1 knock-out,control,Liquid Chromatography MS - positive - reverse phase,unknown,2023-03-20,Homo sapiens,0.5,0.9791666666666666,1.0,SVMlinear,1.0,multivariate models performs better than univariate models,?,12.0,12.0,SVMlinear,1.0,RF,0.9791666666666666,LCMS,Homo sapiens,Homo sapiens,phenotype description  genotype  values  fscn1 knock-out  control  organism  homo sapiens,0.1762690800268681,0.04472429587669407,mutation,0.02083333333333337,0.02083333333333337,1.0,4.541666666666667,True,2023,-0.02083333333333337,linear-based multivariate
MTBLS6402-MTBLS6402LCMSpositivereversephasemetaboliteprofiling-FSK-vehicle,MTBLS6402,m_MTBLS6402_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,24,109,Factor Value[Treatment],FSK,vehicle,Liquid Chromatography MS - positive - reverse phase,unknown,2023-03-20,Homo sapiens,0.5,0.9427083333333331,0.9791666666666666,PLSDA,0.9791666666666666,multivariate models performs better than univariate models,?,12.0,12.0,PLSDA,0.9791666666666666,RF,0.9427083333333333,LCMS,Homo sapiens,Homo sapiens,phenotype description  treatment  values  fsk  vehicle  organism  homo sapiens,0.15135336117736772,0.09303581482164107,treatment,0.03645833333333348,0.03645833333333348,0.9791666666666666,4.541666666666667,True,2023,-0.03645833333333337,linear-based multivariate
MTBLS648-mtbls648PCmassspectrometry-genotypeN2-genotyperest,MTBLS648,m_mtbls648_PC_mass_spectrometry_v2_maf.tsv,55,37,Factor Value[genotype],N2,EAT-2,Liquid Chromatography Tandem MS (LC-MS/MS),National University of Singapore,2018-06-08,Caenorhabditis elegans,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,28.0,27.0,PLSDA,1.0,AdaBoost,1.0,LCMS,other or unknown,other or unknown,phenotype description  genotype  values  n2  eat-2  organism  caenorhabditis elegans,-0.07489078807146383,0.10966515620931747,mutation,0.0,0.0,1.0,0.6727272727272727,False,2018,0.0,univariate
MTBLS654-MTBLS654jeotgalmetaboliteprofilingNMRspectroscopy-kimchiwithmyeolchijeot-otherkimchi,MTBLS654,m_MTBLS654_jeotgal_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,80,41,Factor Value[Kimchi],kimchi with myeolchi-jeot,kimchi without jeotgal,Nuclear Magnetic Resonance (NMR),wikim.re.kr,2019-02-07,Brassica rapa,0.5,0.9667613636363636,0.9833333333333334,ElasticNet,0.9833333333333334,multivariate and univariate models are equivalent,?,60.0,20.0,PLSDA,0.965625,GBtree,0.965625,NMR,Plants,plants,phenotype description  kimchi  values  kimchi with myeolchi-jeot  kimchi without jeotgal  organism  brassica rapa,-0.2909575401450915,-0.09417739943668996,other,0.016571969696969835,0.016571969696969835,0.9833333333333334,0.5125,False,2019,0.0,univariate
MTBLS654-MTBLS654jeotgalmetaboliteprofilingNMRspectroscopy-kimchiwithoutjeotgal-otherkimchi,MTBLS654,m_MTBLS654_jeotgal_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,80,41,Factor Value[Kimchi],kimchi without jeotgal,kimchi with salinity adjusted with salt instead of jeotgal,Nuclear Magnetic Resonance (NMR),wikim.re.kr,2019-02-07,Brassica rapa,0.5,0.7832823426573428,0.7989073426573426,rSCM,0.7989073426573426,multivariate and univariate models are equivalent,?,60.0,20.0,SVMrbf,0.741615675990676,rSCM,0.7989073426573426,NMR,Plants,plants,phenotype description  kimchi  values  kimchi without jeotgal  kimchi with salinity adjusted with salt instead of jeotgal  organism  brassica rapa,-0.33835446356181065,-0.043065777424531736,other,0.015624999999999889,0.015624999999999889,0.7989073426573426,0.5125,False,2019,0.05729166666666663,univariate
MTBLS654-MTBLS654jeotgalmetaboliteprofilingNMRspectroscopy-kimchiwithsaeujeot-otherkimchi,MTBLS654,m_MTBLS654_jeotgal_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,80,41,Factor Value[Kimchi],kimchi with saeu-jeot,kimchi without jeotgal,Nuclear Magnetic Resonance (NMR),wikim.re.kr,2019-02-07,Brassica rapa,0.5,0.7016296203796204,0.9829094516594516,PLSDA,0.9829094516594516,multivariate models performs better than univariate models,?,60.0,20.0,PLSDA,0.9829094516594516,RF,0.8774981962481962,NMR,Plants,plants,phenotype description  kimchi  values  kimchi with saeu-jeot  kimchi without jeotgal  organism  brassica rapa,-0.2958512075456908,-0.09878617544400484,other,0.28127983127983125,0.28127983127983125,0.9829094516594516,0.5125,False,2019,-0.1054112554112554,linear-based multivariate
MTBLS654-MTBLS654jeotgalmetaboliteprofilingNMRspectroscopy-kimchiwithsalinityadjustedwithsaltinsteadofjeotgal-otherkimchi,MTBLS654,m_MTBLS654_jeotgal_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,80,41,Factor Value[Kimchi],kimchi with salinity adjusted with salt instead of jeotgal,kimchi without jeotgal,Nuclear Magnetic Resonance (NMR),wikim.re.kr,2019-02-07,Brassica rapa,0.5,0.8028544372294373,0.8080627705627705,SCM,0.8080627705627705,multivariate and univariate models are equivalent,?,60.0,20.0,SVMlinear,0.7616612554112554,SCM,0.8080627705627705,NMR,Plants,plants,phenotype description  kimchi  values  kimchi with salinity adjusted with salt instead of jeotgal  kimchi without jeotgal  organism  brassica rapa,-0.3364162534511306,-0.05163597819798176,other,0.005208333333333259,0.005208333333333259,0.8080627705627705,0.5125,False,2019,0.04640151515151514,univariate
MTBLS658-MTBLS658metaboliteprofilingNMRspectroscopy-PMA-no,MTBLS658,m_MTBLS658_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv,84,327,Factor Value[Neutrophil Activation],PMA,no,Bruker,"Chulalongkorn University, Bangkok, Thailand + Technology Directorate, University of Liverpool	Institute of Ageing and Chronic Disease",2018-12-06,Homo sapiens,0.5,0.8495025807525809,0.9886363636363636,SVMrbf,0.9886363636363636,multivariate models performs better than univariate models,?,63.0,21.0,SVMrbf,0.9886363636363636,GBtree,0.9683712121212121,other,Homo sapiens,Homo sapiens,phenotype description  neutrophil activation  values  pma  no  organism  homo sapiens,0.16951650886402442,0.08493494369962941,other,0.13913378288378275,0.13913378288378275,0.9886363636363636,3.892857142857143,True,2018,-0.020265151515151514,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Australiancultivar-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],Australian cultivar,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.5568416153057975,SVMlinear,0.5568416153057975,multivariate models performs better than univariate models,?,3227.0,33.0,SVMlinear,0.5568416153057975,DT,0.5245783832754322,GCMS,Plants,plants,phenotype description  type  values  australian cultivar  nz elite breeding pool  organism  lolium perenne,-0.3243339507295364,-0.2895895300871908,cultivar,0.056841615305797455,0.056841615305797455,0.5568416153057975,0.00245398773006135,False,2019,-0.032263232030365296,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Ecotype-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],Ecotype,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.5787747088068009,SVMrbf,0.5787747088068009,multivariate models performs better than univariate models,?,3062.0,198.0,SVMrbf,0.5787747088068009,RF,0.5696393778560253,GCMS,Plants,plants,phenotype description  type  values  ecotype  nz elite breeding pool  organism  lolium perenne,-0.2819190470475184,-0.2211758360641387,other,0.07877470880680093,0.07877470880680093,0.5787747088068009,0.00245398773006135,False,2019,-0.009135330950775677,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Enhancedgermplasm-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],Enhanced germplasm,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5033079996255282,0.5539618691706231,SVMlinear,0.5539618691706231,multivariate models performs better than univariate models,?,2957.0,303.0,SVMlinear,0.5539618691706231,RF,0.5421869302303013,GCMS,Plants,plants,phenotype description  type  values  enhanced germplasm  nz elite breeding pool  organism  lolium perenne,-0.3034246376611805,-0.2204443563942258,other,0.050653869545094876,0.050653869545094876,0.5539618691706231,0.00245398773006135,False,2019,-0.011774938940321777,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Europeancultivar-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],European cultivar,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.6335971847587037,SVMrbf,0.6335971847587037,multivariate models performs better than univariate models,?,2615.0,645.0,SVMrbf,0.6335971847587037,RF,0.5824378789403313,GCMS,Plants,plants,phenotype description  type  values  european cultivar  nz elite breeding pool  organism  lolium perenne,-0.3152837893303404,-0.28899643154666177,cultivar,0.13359718475870375,0.13359718475870375,0.6335971847587037,0.00245398773006135,False,2019,-0.05115930581837247,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Germany-othercountries,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,2777,8,Factor Value[Country of origin],Germany,Tunisia,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.6259431353605435,SVMlinear,0.6259431353605435,multivariate models performs better than univariate models,?,2648.0,129.0,SVMlinear,0.6259431353605435,XGBoost,0.4994554314582334,GCMS,Plants,plants,phenotype description  country of origin  values  germany  tunisia  organism  lolium perenne,-0.30098370863470686,-0.28864565381693547,other,0.12594313536054347,0.12594313536054347,0.6259431353605435,0.0028808066258552397,False,2019,-0.12648770390231007,linear-based multivariate
